op_unique_carrier,fl_date,arr_delay
AA,2018-06-18,16954
AA,2018-06-19,45262
AA,2018-06-20,26450
AA,2018-06-21,40726
AA,2018-06-22,35355
AA,2018-06-23,16293
AA,2018-06-24,59133
AA,2018-06-25,26038
AA,2018-06-26,45599
AA,2018-06-27,20506
AA,2018-06-28,44779
AA,2018-06-29,13826
AA,2018-06-30,13833
AA,2018-07-01,26681
AA,2018-07-02,7704
AA,2018-07-03,9311
AA,2018-07-04,392
AA,2018-07-05,22264
AA,2018-07-06,65706
AA,2018-07-07,9976
AA,2018-07-08,1430
AA,2018-07-09,41260
AA,2018-07-10,44653
AA,2018-07-11,32035
AA,2018-07-12,46289
AA,2018-07-13,14393
AA,2018-07-14,972
AA,2018-07-15,27370
AA,2018-07-16,38367
AA,2018-07-17,40842
AA,2018-07-18,14996
AA,2018-07-19,36410
AA,2018-07-20,57236
AA,2018-07-21,16238
AA,2018-07-22,50110
AA,2018-07-23,74335
AA,2018-07-24,73808
AA,2018-07-25,55957
AA,2018-07-26,35456
AA,2018-07-27,43986
AA,2018-07-28,19754
AA,2018-07-29,33772
AA,2018-07-30,54552
AA,2018-07-31,26449
AA,2018-08-01,46436
AA,2018-08-02,73311
AA,2018-08-03,70100
AA,2018-08-04,26833
AA,2018-08-05,7526
AA,2018-08-06,30533
AA,2018-08-07,34895
AA,2018-08-08,37932
AA,2018-08-09,45145
AA,2018-08-10,34255
AA,2018-08-11,51024
AA,2018-08-12,57273
AA,2018-08-13,94354
AA,2018-08-14,43629
AA,2018-08-15,13682
AA,2018-08-16,18187
AA,2018-08-17,34352
AA,2018-08-18,38648
AA,2018-08-19,44783
AA,2018-08-20,28880
AA,2018-08-21,22710
AA,2018-08-22,-2161
AA,2018-08-23,3451
AA,2018-08-24,-4351
AA,2018-08-25,5804
AA,2018-08-26,-13727
AA,2018-08-27,-6567
AA,2018-08-28,19340
AA,2018-08-29,-4394
AA,2018-08-30,1301
AA,2018-08-31,30171
AA,2018-09-01,24113
AA,2018-09-02,2125
AA,2018-09-03,29914
AA,2018-09-04,-1771
AA,2018-09-05,2574
AA,2018-09-06,47590
AA,2018-09-07,69805
AA,2018-09-08,9912
AA,2018-09-09,19104
AA,2018-09-10,4581
AA,2018-09-11,-907
AA,2018-09-12,4126
AA,2018-09-13,-3016
AA,2018-09-14,10556
AA,2018-09-15,-3074
AA,2018-09-16,36408
AA,2018-09-17,1725
AA,2018-09-18,7281
AA,2018-09-19,-3686
AA,2018-09-20,33632
AA,2018-09-21,38641
AA,2018-09-22,18637
AA,2018-09-23,2558
AA,2018-09-24,-1734
AA,2018-09-25,14317
AA,2018-09-26,51534
AA,2018-09-27,18901
AA,2018-09-28,5953
AA,2018-09-29,-9047
AA,2018-09-30,-1560
AA,2018-10-01,5387
AA,2018-10-02,-464
AA,2018-10-03,-6486
AA,2018-10-04,13047
AA,2018-10-05,13754
AA,2018-10-06,8563
AA,2018-10-07,33986
AA,2018-10-08,48022
AA,2018-10-09,74487
AA,2018-10-10,12768
AA,2018-10-11,54330
AA,2018-10-12,19541
AA,2018-10-13,78530
AA,2018-10-14,30152
AA,2018-10-15,45304
AA,2018-10-16,8012
AA,2018-10-17,3198
AA,2018-10-18,10277
AA,2018-10-19,23630
AA,2018-10-20,-959
AA,2018-10-21,5362
AA,2018-10-22,7824
AA,2018-10-23,-1779
AA,2018-10-24,-980
AA,2018-10-25,7991
AA,2018-10-26,13693
AA,2018-10-27,-4793
AA,2018-10-28,1426
AA,2018-10-29,-7060
AA,2018-10-30,-11537
AA,2018-10-31,14868
AA,2018-11-01,3382
AA,2018-11-02,10954
AA,2018-11-03,-1734
AA,2018-11-04,4515
AA,2018-11-05,13320
AA,2018-11-06,4544
AA,2018-11-07,3127
AA,2018-11-08,17656
AA,2018-11-09,31497
AA,2018-11-10,-26
AA,2018-11-11,-10
AA,2018-11-12,23000
AA,2018-11-13,15082
AA,2018-11-14,5857
AA,2018-11-15,81322
AA,2018-11-16,30793
AA,2018-11-17,2392
AA,2018-11-18,1133
AA,2018-11-19,-6540
AA,2018-11-20,8921
AA,2018-11-21,473
AA,2018-11-22,-9702
AA,2018-11-23,-12754
AA,2018-11-24,971
AA,2018-11-25,16618
AA,2018-11-26,79841
AA,2018-11-27,17015
AA,2018-11-28,6238
AA,2018-11-29,10933
AA,2018-11-30,5228
AA,2018-12-01,2349
AA,2018-12-02,11338
AA,2018-12-03,-5090
AA,2018-12-04,-6496
AA,2018-12-05,3378
AA,2018-12-06,12163
AA,2018-12-07,5012
AA,2018-12-08,-5725
AA,2018-12-09,4608
AA,2018-12-10,2803
AA,2018-12-11,-8807
AA,2018-12-12,-5246
AA,2018-12-13,14391
AA,2018-12-14,18405
AA,2018-12-15,-3582
AA,2018-12-16,764
AA,2018-12-17,-10542
AA,2018-12-18,-10761
AA,2018-12-19,4019
AA,2018-12-20,34792
AA,2018-12-21,41551
AA,2018-12-22,5900
AA,2018-12-23,-2853
AA,2018-12-24,-13483
AA,2018-12-25,-17661
AA,2018-12-26,42263
AA,2018-12-27,84024
AA,2018-12-28,69167
AA,2018-12-29,12569
AA,2018-12-30,6365
AA,2018-12-31,4799
AA,2019-01-01,6253
AA,2019-01-02,30805
AA,2019-01-03,16341
AA,2019-01-04,43
AA,2019-01-05,1244
AA,2019-01-06,-5041
AA,2019-01-07,-2435
AA,2019-01-08,-10314
AA,2019-01-09,-11959
AA,2019-01-10,-3086
AA,2019-01-11,-3879
AA,2019-01-12,-7324
AA,2019-01-13,5174
AA,2019-01-14,-6403
AA,2019-01-15,-9510
AA,2019-01-16,1179
AA,2019-01-17,10896
AA,2019-01-18,11681
AA,2019-01-19,23175
AA,2019-01-20,6124
AA,2019-01-21,26129
AA,2019-01-22,30340
AA,2019-01-23,26447
AA,2019-01-24,39741
AA,2019-01-25,13327
AA,2019-01-26,-5406
AA,2019-01-27,9765
AA,2019-01-28,23951
AA,2019-01-29,-6240
AA,2019-01-30,10613
AA,2019-01-31,25509
AA,2019-02-01,26865
AA,2019-02-02,-6847
AA,2019-02-03,-12345
AA,2019-02-04,-2934
AA,2019-02-05,-5397
AA,2019-02-06,-2854
AA,2019-02-07,13237
AA,2019-02-08,12099
AA,2019-02-09,-5941
AA,2019-02-10,25974
AA,2019-02-11,22495
AA,2019-02-12,24489
AA,2019-02-13,30151
AA,2019-02-14,18502
AA,2019-02-15,12954
AA,2019-02-16,1888
AA,2019-02-17,42461
AA,2019-02-18,35241
AA,2019-02-19,30788
AA,2019-02-20,54246
AA,2019-02-21,26897
AA,2019-02-22,40804
AA,2019-02-23,27281
AA,2019-02-24,19463
AA,2019-02-25,18236
AA,2019-02-26,4966
AA,2019-02-27,10043
AA,2019-02-28,39688
AA,2019-03-01,36486
AA,2019-03-02,15537
AA,2019-03-03,31309
AA,2019-03-04,20792
AA,2019-03-05,12366
AA,2019-03-06,6730
AA,2019-03-07,2082
AA,2019-03-08,14101
AA,2019-03-09,66294
AA,2019-03-10,32577
AA,2019-03-11,3428
AA,2019-03-12,20179
AA,2019-03-13,66117
AA,2019-03-14,42278
AA,2019-03-15,34977
AA,2019-03-16,5574
AA,2019-03-17,5924
AA,2019-03-18,1369
AA,2019-03-19,-6343
AA,2019-03-20,343
AA,2019-03-21,2781
AA,2019-03-22,8338
AA,2019-03-23,-4513
AA,2019-03-24,15735
AA,2019-03-25,28514
AA,2019-03-26,9048
AA,2019-03-27,-509
AA,2019-03-28,-1490
AA,2019-03-29,2068
AA,2019-03-30,-3159
AA,2019-03-31,6495
AA,2019-04-01,1169
AA,2019-04-02,-5822
AA,2019-04-03,-6822
AA,2019-04-04,19577
AA,2019-04-05,377
AA,2019-04-06,16138
AA,2019-04-07,43711
AA,2019-04-08,38085
AA,2019-04-09,16201
AA,2019-04-10,6781
AA,2019-04-11,5732
AA,2019-04-12,39592
AA,2019-04-13,74633
AA,2019-04-14,67627
AA,2019-04-15,61484
AA,2019-04-16,-257
AA,2019-04-17,-3253
AA,2019-04-18,28251
AA,2019-04-19,54409
AA,2019-04-20,4126
AA,2019-04-21,-10929
AA,2019-04-22,128
AA,2019-04-23,6598
AA,2019-04-24,15696
AA,2019-04-25,-1819
AA,2019-04-26,43198
AA,2019-04-27,3931
AA,2019-04-28,4359
AA,2019-04-29,31459
AA,2019-04-30,33780
AA,2019-05-01,17926
AA,2019-05-02,60268
AA,2019-05-03,52779
AA,2019-05-04,32883
AA,2019-05-05,48311
AA,2019-05-06,13503
AA,2019-05-07,9041
AA,2019-05-08,93020
AA,2019-05-09,33963
AA,2019-05-10,24774
AA,2019-05-11,82075
AA,2019-05-12,45841
AA,2019-05-13,39029
AA,2019-05-14,5467
AA,2019-05-15,5656
AA,2019-05-16,29314
AA,2019-05-17,11381
AA,2019-05-18,86981
AA,2019-05-19,66152
AA,2019-05-20,41283
AA,2019-05-21,54260
AA,2019-05-22,12279
AA,2019-05-23,40043
AA,2019-05-24,27257
AA,2019-05-25,-2261
AA,2019-05-26,1944
AA,2019-05-27,19315
AA,2019-05-28,34826
AA,2019-05-29,59472
AA,2019-05-30,47359
AA,2019-05-31,12388
AA,2019-06-01,32828
AA,2019-06-02,47568
AA,2019-06-03,18190
AA,2019-06-04,14275
AA,2019-06-05,42130
AA,2019-06-06,18065
AA,2019-06-07,25840
AA,2019-06-08,27007
AA,2019-06-09,69839
AA,2019-06-10,80195
AA,2019-06-11,38172
AA,2019-06-12,38948
AA,2019-06-13,41224
AA,2019-06-14,14420
AA,2019-06-15,19006
AA,2019-06-16,69449
AA,2019-06-17,51773
AA,2019-06-18,42090
AA,2019-06-19,51808
AA,2019-06-20,60817
AA,2019-06-21,41514
AA,2019-06-22,22086
AA,2019-06-23,47321
AA,2019-06-24,34337
AA,2019-06-25,27225
AA,2019-06-26,17975
AA,2019-06-27,28047
AA,2019-06-28,45595
AA,2019-06-29,54926
AA,2019-06-30,40481
AA,2019-07-01,23040
AA,2019-07-02,20093
AA,2019-07-03,21265
AA,2019-07-04,11549
AA,2019-07-05,15251
AA,2019-07-06,74873
AA,2019-07-07,49382
AA,2019-07-08,57629
AA,2019-07-09,6666
AA,2019-07-10,13765
AA,2019-07-11,61712
AA,2019-07-12,23856
AA,2019-07-13,7533
AA,2019-07-14,13602
AA,2019-07-15,15801
AA,2019-07-16,12236
AA,2019-07-17,32355
AA,2019-07-18,70953
AA,2019-07-19,25887
AA,2019-07-20,22990
AA,2019-07-21,38315
AA,2019-07-22,38286
AA,2019-07-23,35407
AA,2019-07-24,11117
AA,2019-07-25,1967
AA,2019-07-26,7338
AA,2019-07-27,-7402
AA,2019-07-28,-2961
AA,2019-07-29,38725
AA,2019-07-30,15992
AA,2019-07-31,37270
AA,2019-08-01,62973
AA,2019-08-02,36630
AA,2019-08-03,31297
AA,2019-08-04,19690
AA,2019-08-05,5598
AA,2019-08-06,23512
AA,2019-08-07,52126
AA,2019-08-08,39325
AA,2019-08-09,10779
AA,2019-08-10,-6162
AA,2019-08-11,11996
AA,2019-08-12,10116
AA,2019-08-13,34418
AA,2019-08-14,37902
AA,2019-08-15,34841
AA,2019-08-16,15359
AA,2019-08-17,16347
AA,2019-08-18,57253
AA,2019-08-19,28671
AA,2019-08-20,31892
AA,2019-08-21,28455
AA,2019-08-22,51214
AA,2019-08-23,38663
AA,2019-08-24,-6243
AA,2019-08-25,-7533
AA,2019-08-26,7040
AA,2019-08-27,35657
AA,2019-08-28,-1507
AA,2019-08-29,-2637
AA,2019-08-30,43226
AA,2019-08-31,4197
AA,2019-09-01,-8079
AA,2019-09-02,15182
AA,2019-09-03,7555
AA,2019-09-04,-8358
AA,2019-09-05,-9424
AA,2019-09-06,-5595
AA,2019-09-07,-19823
AA,2019-09-08,-1340
AA,2019-09-09,4821
AA,2019-09-10,-1944
AA,2019-09-11,3207
AA,2019-09-12,45823
AA,2019-09-13,31481
AA,2019-09-14,-9491
AA,2019-09-15,5029
AA,2019-09-16,-2773
AA,2019-09-17,-7515
AA,2019-09-18,3128
AA,2019-09-19,8616
AA,2019-09-20,26909
AA,2019-09-21,-7304
AA,2019-09-22,1387
AA,2019-09-23,12791
AA,2019-09-24,-7235
AA,2019-09-25,-12134
AA,2019-09-26,14268
AA,2019-09-27,26066
AA,2019-09-28,5886
AA,2019-09-29,3131
AA,2019-09-30,5887
AA,2019-10-01,-6869
AA,2019-10-02,-9147
AA,2019-10-03,4125
AA,2019-10-04,4563
AA,2019-10-05,-8988
AA,2019-10-06,15478
AA,2019-10-07,10804
AA,2019-10-08,-5497
AA,2019-10-09,6709
AA,2019-10-10,23391
AA,2019-10-11,71591
AA,2019-10-12,-11427
AA,2019-10-13,-1121
AA,2019-10-14,-2514
AA,2019-10-15,-6124
AA,2019-10-16,9508
AA,2019-10-17,10896
AA,2019-10-18,525
AA,2019-10-19,-5182
AA,2019-10-20,20897
AA,2019-10-21,25927
AA,2019-10-22,-1892
AA,2019-10-23,-5986
AA,2019-10-24,53498
AA,2019-10-25,29872
AA,2019-10-26,523
AA,2019-10-27,11029
AA,2019-10-28,-2618
AA,2019-10-29,22983
AA,2019-10-30,30491
AA,2019-10-31,52569
AA,2019-11-01,8565
AA,2019-11-02,-8534
AA,2019-11-03,-10599
AA,2019-11-04,-10766
AA,2019-11-05,-11624
AA,2019-11-06,-4241
AA,2019-11-07,11498
AA,2019-11-08,8280
AA,2019-11-09,-10832
AA,2019-11-10,-7835
AA,2019-11-11,70327
AA,2019-11-12,20071
AA,2019-11-13,-5006
AA,2019-11-14,3187
AA,2019-11-15,8721
AA,2019-11-16,-15221
AA,2019-11-17,1246
AA,2019-11-18,1307
AA,2019-11-19,-19770
AA,2019-11-20,-4959
AA,2019-11-21,8485
AA,2019-11-22,7491
AA,2019-11-23,-7206
AA,2019-11-24,-9592
AA,2019-11-25,-8077
AA,2019-11-26,6187
AA,2019-11-27,12387
AA,2019-11-28,-10910
AA,2019-11-29,-3899
AA,2019-11-30,32822
AA,2019-12-01,45848
AA,2019-12-02,37095
AA,2019-12-03,25423
AA,2019-12-04,-6068
AA,2019-12-05,-5258
AA,2019-12-06,2867
AA,2019-12-07,-7623
AA,2019-12-08,-9559
AA,2019-12-09,19134
AA,2019-12-10,3303
AA,2019-12-11,13646
AA,2019-12-12,120
AA,2019-12-13,14408
AA,2019-12-14,1695
AA,2019-12-15,-5112
AA,2019-12-16,14015
AA,2019-12-17,20556
AA,2019-12-18,14025
AA,2019-12-19,8747
AA,2019-12-20,21201
AA,2019-12-21,18776
AA,2019-12-22,13703
AA,2019-12-23,15603
AA,2019-12-24,-15613
AA,2019-12-25,-9537
AA,2019-12-26,11527
AA,2019-12-27,11194
AA,2019-12-28,30735
AA,2019-12-29,11097
AA,2019-12-30,12825
AA,2019-12-31,-3141
AS,2018-01-01,-1372
AS,2018-01-02,-3250
AS,2018-01-03,-2155
AS,2018-01-04,-4039
AS,2018-01-05,-796
AS,2018-01-06,-3348
AS,2018-01-07,-1961
AS,2018-01-08,-2180
AS,2018-01-09,-1558
AS,2018-01-10,-3051
AS,2018-01-11,-1859
AS,2018-01-12,-29
AS,2018-01-13,-2802
AS,2018-01-14,-4999
AS,2018-01-15,-4802
AS,2018-01-16,-5153
AS,2018-01-17,-2945
AS,2018-01-18,-1691
AS,2018-01-19,-4921
AS,2018-01-20,-4782
AS,2018-01-21,-3529
AS,2018-01-22,-4762
AS,2018-01-23,-2143
AS,2018-01-24,-3554
AS,2018-01-25,-4856
AS,2018-01-26,-4238
AS,2018-01-27,-5115
AS,2018-01-28,-4921
AS,2018-01-29,-3727
AS,2018-01-30,-5227
AS,2018-01-31,-5972
AS,2018-02-01,-3830
AS,2018-02-02,-2617
AS,2018-02-03,3437
AS,2018-02-04,-4521
AS,2018-02-05,-2960
AS,2018-02-06,-3462
AS,2018-02-07,-4743
AS,2018-02-08,-5009
AS,2018-02-09,-3409
AS,2018-02-10,-4843
AS,2018-02-11,-2946
AS,2018-02-12,-4524
AS,2018-02-13,-4861
AS,2018-02-14,-3183
AS,2018-02-15,-1139
AS,2018-02-16,-2293
AS,2018-02-17,-3040
AS,2018-02-18,1373
AS,2018-02-19,-1089
AS,2018-02-20,2299
AS,2018-02-21,1838
AS,2018-02-22,1869
AS,2018-02-23,-521
AS,2018-02-24,-1317
AS,2018-02-25,-1850
AS,2018-02-26,-3479
AS,2018-02-27,-2446
AS,2018-02-28,-1464
AS,2018-03-01,-3352
AS,2018-03-02,-2884
AS,2018-03-03,-3723
AS,2018-03-04,-3328
AS,2018-03-05,-4643
AS,2018-03-06,-5418
AS,2018-03-07,-4547
AS,2018-03-08,-2701
AS,2018-03-09,-5230
AS,2018-03-10,-5763
AS,2018-03-11,-1664
AS,2018-03-12,-2576
AS,2018-03-13,-1449
AS,2018-03-14,-1384
AS,2018-03-15,-2238
AS,2018-03-16,-913
AS,2018-03-17,-3453
AS,2018-03-18,-3523
AS,2018-03-19,-244
AS,2018-03-20,-1700
AS,2018-03-21,-303
AS,2018-03-22,5775
AS,2018-03-23,1701
AS,2018-03-24,-3199
AS,2018-03-25,-2360
AS,2018-03-26,307
AS,2018-03-27,848
AS,2018-03-28,-2285
AS,2018-03-29,-3087
AS,2018-03-30,-2716
AS,2018-03-31,-2954
AS,2018-04-01,-2742
AS,2018-04-02,2057
AS,2018-04-03,-1945
AS,2018-04-04,283
AS,2018-04-05,-710
AS,2018-04-06,11722
AS,2018-04-07,3007
AS,2018-04-08,-80
AS,2018-04-09,-2227
AS,2018-04-10,-1745
AS,2018-04-11,-1348
AS,2018-04-12,-1449
AS,2018-04-13,2837
AS,2018-04-14,-1982
AS,2018-04-15,2740
AS,2018-04-16,13212
AS,2018-04-17,-2839
AS,2018-04-18,-6182
AS,2018-04-19,-3646
AS,2018-04-20,-4062
AS,2018-04-21,-5203
AS,2018-04-22,-1902
AS,2018-04-23,-2561
AS,2018-04-24,-3178
AS,2018-04-25,-2299
AS,2018-04-26,-2167
AS,2018-04-27,1693
AS,2018-04-28,-2852
AS,2018-04-29,-1125
AS,2018-04-30,2950
AS,2018-05-01,-2084
AS,2018-05-02,410
AS,2018-05-03,1327
AS,2018-05-04,-848
AS,2018-05-05,-4110
AS,2018-05-06,-2286
AS,2018-05-07,-3314
AS,2018-05-08,-2799
AS,2018-05-09,1893
AS,2018-05-10,3519
AS,2018-05-11,-181
AS,2018-05-12,-3776
AS,2018-05-13,-229
AS,2018-05-14,890
AS,2018-05-15,4087
AS,2018-05-16,130
AS,2018-05-17,2004
AS,2018-05-18,7946
AS,2018-05-19,3200
AS,2018-05-20,7229
AS,2018-05-21,2035
AS,2018-05-22,4947
AS,2018-05-23,2354
AS,2018-05-24,5239
AS,2018-05-25,3441
AS,2018-05-26,-1682
AS,2018-05-27,-3565
AS,2018-05-28,-3119
AS,2018-05-29,-58
AS,2018-05-30,8183
AS,2018-05-31,8031
AS,2018-06-01,2537
AS,2018-06-02,-1000
AS,2018-06-03,-2816
AS,2018-06-04,613
AS,2018-06-05,-5002
AS,2018-06-06,840
AS,2018-06-07,-2768
AS,2018-06-08,-285
AS,2018-06-09,2648
AS,2018-06-10,3260
AS,2018-06-11,-500
AS,2018-06-12,-5425
AS,2018-06-13,280
AS,2018-06-14,-2802
AS,2018-06-15,6661
AS,2018-06-16,-1832
AS,2018-06-17,-4088
AS,2018-06-18,-985
AS,2018-06-19,1577
AS,2018-06-20,1306
AS,2018-06-21,5029
AS,2018-06-22,410
AS,2018-06-23,-814
AS,2018-06-24,2122
AS,2018-06-25,2388
AS,2018-06-26,352
AS,2018-06-27,-887
AS,2018-06-28,1205
AS,2018-06-29,-2423
AS,2018-06-30,-1782
AS,2018-07-01,-3606
AS,2018-07-02,-1913
AS,2018-07-03,-5122
AS,2018-07-04,-7221
AS,2018-07-05,-3298
AS,2018-07-06,-1761
AS,2018-07-07,-4546
AS,2018-07-08,-4263
AS,2018-07-09,-1695
AS,2018-07-10,-2381
AS,2018-07-11,-2133
AS,2018-07-12,1245
AS,2018-07-13,-2457
AS,2018-07-14,-4449
AS,2018-07-15,5165
AS,2018-07-16,2285
AS,2018-07-17,3010
AS,2018-07-18,3591
AS,2018-07-19,3719
AS,2018-07-20,2478
AS,2018-07-21,-1401
AS,2018-07-22,5245
AS,2018-07-23,5936
AS,2018-07-24,3798
AS,2018-07-25,6668
AS,2018-07-26,1723
AS,2018-07-27,5465
AS,2018-07-28,-2055
AS,2018-07-29,-1428
AS,2018-07-30,866
AS,2018-07-31,-564
AS,2018-08-01,5753
AS,2018-08-02,17536
AS,2018-08-03,10886
AS,2018-08-04,-2546
AS,2018-08-05,-468
AS,2018-08-06,-1626
AS,2018-08-07,6138
AS,2018-08-08,12631
AS,2018-08-09,445
AS,2018-08-10,4858
AS,2018-08-11,9104
AS,2018-08-12,2469
AS,2018-08-13,10428
AS,2018-08-14,7450
AS,2018-08-15,8049
AS,2018-08-16,9375
AS,2018-08-17,6650
AS,2018-08-18,-3398
AS,2018-08-19,8036
AS,2018-08-20,9002
AS,2018-08-21,11942
AS,2018-08-22,825
AS,2018-08-23,4879
AS,2018-08-24,3402
AS,2018-08-25,-317
AS,2018-08-26,35
AS,2018-08-27,14444
AS,2018-08-28,716
AS,2018-08-29,-2262
AS,2018-08-30,-906
AS,2018-08-31,1134
AS,2018-09-01,-2909
AS,2018-09-02,-5611
AS,2018-09-03,84
AS,2018-09-04,-3823
AS,2018-09-05,-3137
AS,2018-09-06,-4414
AS,2018-09-07,-2629
AS,2018-09-08,-5838
AS,2018-09-09,-4482
AS,2018-09-10,372
AS,2018-09-11,-143
AS,2018-09-12,1558
AS,2018-09-13,-2413
AS,2018-09-14,480
AS,2018-09-15,-3872
AS,2018-09-16,-2378
AS,2018-09-17,-3254
AS,2018-09-18,-3178
AS,2018-09-19,-5079
AS,2018-09-20,-20
AS,2018-09-21,1460
AS,2018-09-22,-2059
AS,2018-09-23,-3735
AS,2018-09-24,-3279
AS,2018-09-25,-1738
AS,2018-09-26,3722
AS,2018-09-27,-2079
AS,2018-09-28,-2085
AS,2018-09-29,37
AS,2018-09-30,-2026
AS,2018-10-01,197
AS,2018-10-02,-1932
AS,2018-10-03,1348
AS,2018-10-04,-1693
AS,2018-10-05,-194
AS,2018-10-06,-1718
AS,2018-10-07,-30
AS,2018-10-08,2669
AS,2018-10-09,3040
AS,2018-10-10,-1751
AS,2018-10-11,5916
AS,2018-10-12,191
AS,2018-10-13,-490
AS,2018-10-14,-143
AS,2018-10-15,1402
AS,2018-10-16,-3871
AS,2018-10-17,-3507
AS,2018-10-18,-2405
AS,2018-10-19,7174
AS,2018-10-20,-4298
AS,2018-10-21,1997
AS,2018-10-22,25145
AS,2018-10-23,6429
AS,2018-10-24,-3497
AS,2018-10-25,1739
AS,2018-10-26,3307
AS,2018-10-27,-2564
AS,2018-10-28,511
AS,2018-10-29,-3085
AS,2018-10-30,-4106
AS,2018-10-31,-4556
AS,2018-11-01,-2240
AS,2018-11-02,-1456
AS,2018-11-03,-6064
AS,2018-11-04,-6197
AS,2018-11-05,-4605
AS,2018-11-06,-5667
AS,2018-11-07,-4961
AS,2018-11-08,-3283
AS,2018-11-09,629
AS,2018-11-10,-1812
AS,2018-11-11,-1702
AS,2018-11-12,-2352
AS,2018-11-13,-1963
AS,2018-11-14,1062
AS,2018-11-15,4539
AS,2018-11-16,8603
AS,2018-11-17,-1965
AS,2018-11-18,-4782
AS,2018-11-19,-3813
AS,2018-11-20,42724
AS,2018-11-21,7310
AS,2018-11-22,-7416
AS,2018-11-23,-6502
AS,2018-11-24,-5595
AS,2018-11-25,-1058
AS,2018-11-26,8908
AS,2018-11-27,1263
AS,2018-11-28,-385
AS,2018-11-29,9291
AS,2018-11-30,5334
AS,2018-12-01,-2726
AS,2018-12-02,-4731
AS,2018-12-03,-1213
AS,2018-12-04,-3699
AS,2018-12-05,-6991
AS,2018-12-06,-2699
AS,2018-12-07,-4233
AS,2018-12-08,-7169
AS,2018-12-09,-3486
AS,2018-12-10,-4596
AS,2018-12-11,-1377
AS,2018-12-12,-3423
AS,2018-12-13,-2967
AS,2018-12-14,8546
AS,2018-12-15,-6130
AS,2018-12-16,2165
AS,2018-12-17,-3107
AS,2018-12-18,-958
AS,2018-12-19,-3342
AS,2018-12-20,18220
AS,2018-12-21,8684
AS,2018-12-22,-2594
AS,2018-12-23,-3008
AS,2018-12-24,-2692
AS,2018-12-25,-6773
AS,2018-12-26,-2083
AS,2018-12-27,556
AS,2018-12-28,3373
AS,2018-12-29,-214
AS,2018-12-30,-3332
AS,2018-12-31,-1454
AS,2019-01-01,-2514
AS,2019-01-02,-2120
AS,2019-01-03,-3238
AS,2019-01-04,-3428
AS,2019-01-05,9779
AS,2019-01-06,15492
AS,2019-01-07,6696
AS,2019-01-08,1280
AS,2019-01-09,-2051
AS,2019-01-10,6554
AS,2019-01-11,1959
AS,2019-01-12,-2821
AS,2019-01-13,-5602
AS,2019-01-14,5084
AS,2019-01-15,1319
AS,2019-01-16,6721
AS,2019-01-17,5793
AS,2019-01-18,2554
AS,2019-01-19,-1566
AS,2019-01-20,-2234
AS,2019-01-21,4807
AS,2019-01-22,-511
AS,2019-01-23,-3149
AS,2019-01-24,-2638
AS,2019-01-25,-4300
AS,2019-01-26,-6294
AS,2019-01-27,970
AS,2019-01-28,-4296
AS,2019-01-29,-7788
AS,2019-01-30,-6667
AS,2019-01-31,400
AS,2019-02-01,3095
AS,2019-02-02,-86
AS,2019-02-03,4553
AS,2019-02-04,47682
AS,2019-02-05,15580
AS,2019-02-06,-1274
AS,2019-02-07,-290
AS,2019-02-08,16127
AS,2019-02-09,18404
AS,2019-02-10,12263
AS,2019-02-11,22664
AS,2019-02-12,15287
AS,2019-02-13,10197
AS,2019-02-14,13175
AS,2019-02-15,6931
AS,2019-02-16,-1511
AS,2019-02-17,-156
AS,2019-02-18,950
AS,2019-02-19,-250
AS,2019-02-20,3697
AS,2019-02-21,6433
AS,2019-02-22,4747
AS,2019-02-23,-674
AS,2019-02-24,-395
AS,2019-02-25,5664
AS,2019-02-26,2807
AS,2019-02-27,1511
AS,2019-02-28,-373
AS,2019-03-01,1384
AS,2019-03-02,2578
AS,2019-03-03,3372
AS,2019-03-04,456
AS,2019-03-05,1795
AS,2019-03-06,4136
AS,2019-03-07,16162
AS,2019-03-08,3276
AS,2019-03-09,6395
AS,2019-03-10,5346
AS,2019-03-11,-1760
AS,2019-03-12,-1030
AS,2019-03-13,-2986
AS,2019-03-14,-3199
AS,2019-03-15,-1943
AS,2019-03-16,-4965
AS,2019-03-17,-3371
AS,2019-03-18,-2792
AS,2019-03-19,-5523
AS,2019-03-20,-4118
AS,2019-03-21,-3805
AS,2019-03-22,3812
AS,2019-03-23,-3398
AS,2019-03-24,-4044
AS,2019-03-25,1731
AS,2019-03-26,-3693
AS,2019-03-27,-1187
AS,2019-03-28,-3132
AS,2019-03-29,-2634
AS,2019-03-30,-4451
AS,2019-03-31,-2260
AS,2019-04-01,-3969
AS,2019-04-02,-4092
AS,2019-04-03,-2886
AS,2019-04-04,-2844
AS,2019-04-05,-2171
AS,2019-04-06,-363
AS,2019-04-07,143
AS,2019-04-08,-793
AS,2019-04-09,-3841
AS,2019-04-10,-1943
AS,2019-04-11,4592
AS,2019-04-12,1236
AS,2019-04-13,-2244
AS,2019-04-14,1366
AS,2019-04-15,475
AS,2019-04-16,-3804
AS,2019-04-17,-3311
AS,2019-04-18,-559
AS,2019-04-19,11765
AS,2019-04-20,-4507
AS,2019-04-21,-5291
AS,2019-04-22,-3169
AS,2019-04-23,-2487
AS,2019-04-24,-3415
AS,2019-04-25,-4468
AS,2019-04-26,2186
AS,2019-04-27,-2287
AS,2019-04-28,-4548
AS,2019-04-29,8400
AS,2019-04-30,-2128
AS,2019-05-01,-3803
AS,2019-05-02,2310
